1	166600
2	375200
3	285800
4	287500
5	383100
6	698700
7	357300
8	256900
9	342300
10	229200
11	241900
12	332300
13	702900
14	336100
15	316900
16	299500
17	336800
18	550000
19	317500
20	270300
21	246200
22	329300
23	228500
24	248600
25	274700
26	315300
27	800500
28	297600
29	370000
30	288200
31	317300
