1	218815951900
2	57517183900
3	25613212800
4	14298963800
5	9218400000
6	6478247200
7	4804493200
8	3660124700
9	2859132500
10	2330094800
11	2013202700
12	1640864600
13	1466841500
14	1270998800
15	1091740400
16	990866900
17	913070300
18	741731700
19	658831000
20	638911200
21	539011800
22	516809300
23	464099700
24	417226700
25	387864800
26	387817600
27	339848200
28	327288800
29	318319200
30	297634800
31	277735500
