1	15205800
2	3527000
3	1638900
4	1333800
5	1496200
6	895700
7	1220400
8	1697200
9	948700
10	964500
11	1192800
12	681400
13	921100
14	954800
15	839200
16	671900
17	583500
18	793700
19	1001500
20	1103600
21	845100
22	839000
23	956100
24	820400
25	985000
26	871000
27	581500
28	713500
29	924300
30	952200
31	964300
