1	206150583900
2	52607526000
3	23807899400
4	13030517600
5	8411893700
6	5871502900
7	4257058400
8	3332868700
9	2627383900
10	2111996700
11	1829407300
12	1514178400
13	1308080600
14	1151406800
15	975457200
16	885945000
17	825414300
18	673900000
19	601500500
20	584256500
21	507540700
22	473303600
23	420735300
24	392868700
25	352933200
26	347060400
27	310501700
28	292300500
29	287039900
30	293525900
31	261285100
