1	957300
2	790400
3	650400
4	608100
5	612300
6	639500
7	595000
8	920800
9	918300
10	997500
11	4462600
12	636700
13	605300
14	756600
15	833300
16	843900
17	885000
18	811000
19	1272000
20	991100
21	911200
22	1153500
23	847500
24	806600
25	829000
26	1009400
27	866700
28	775500
29	631900
30	607700
31	928200
